RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
35:45.1,0.047,9.1,9.51,26.33,23.48,79.25,-0.04,0.01
35:45.1,0.057,9.12,9.49,26.24,23.41,79.09,-0.05,-0.01
35:45.1,0.066,9.16,9.59,26.2,23.48,79.26,0.01,-0.04
35:45.1,0.076,9.16,9.59,26.2,23.48,79.26,0.01,-0.04
35:45.1,0.086,9.21,9.63,26.21,23.48,79.36,0,-0.06
35:45.1,0.096,9.21,9.63,26.21,23.48,79.36,0,-0.06
35:45.1,0.107,9.18,9.53,26.14,23.45,79.13,-0.01,-0.04
35:45.1,0.117,9.19,9.56,26.16,23.54,79.28,0.02,-0.04
35:45.2,0.128,9.19,9.56,26.16,23.54,79.28,0.02,-0.04
35:45.2,0.137,9.19,9.65,26.15,23.44,79.26,0.02,-0.07
35:45.2,0.148,9.28,9.68,26.12,23.57,79.48,0.05,-0.09
35:45.2,0.158,9.28,9.68,26.12,23.57,79.48,0.05,-0.09
35:45.2,0.167,9.35,9.73,26.13,23.49,79.52,0.02,-0.13
35:45.2,0.179,9.29,9.7,26.13,23.38,79.33,-0.01,-0.12
35:45.2,0.189,9.29,9.7,26.13,23.38,79.33,-0.01,-0.12
35:45.2,0.2,9.31,9.8,26.15,23.45,79.54,0.03,-0.14
35:45.2,0.209,9.31,9.8,26.15,23.45,79.54,0.03,-0.14
35:45.3,0.227,9.34,9.75,26.11,23.44,79.47,0.02,-0.14
35:45.3,0.23,9.37,9.76,26.17,23.43,79.56,-0.01,-0.15
35:45.3,0.24,9.37,9.76,26.17,23.43,79.56,-0.01,-0.15
35:45.3,0.251,9.35,9.77,26.09,23.43,79.47,0.02,-0.15
35:45.3,0.26,9.39,9.7,26.13,23.44,79.49,-0.02,-0.14
35:45.3,0.27,9.39,9.7,26.13,23.44,79.49,-0.02,-0.14
35:45.3,0.28,9.35,9.73,26.12,23.4,79.44,-0.01,-0.14
35:45.3,0.298,9.32,9.73,26.02,23.4,79.3,0.03,-0.14
35:45.3,0.308,9.32,9.79,26.02,23.38,79.34,0.04,-0.16
35:45.3,0.315,9.29,9.74,26,23.37,79.22,0.04,-0.14
35:45.4,0.322,9.29,9.74,26,23.37,79.22,0.04,-0.14
35:45.4,0.335,9.36,9.71,26.01,23.31,79.22,-0.02,-0.16
35:45.4,0.342,9.39,9.79,26.02,23.32,79.35,0,-0.19
35:45.4,0.352,9.39,9.79,26.02,23.32,79.35,0,-0.19
35:45.4,0.363,9.35,9.76,26.02,23.33,79.28,0.01,-0.17
35:45.4,0.373,9.34,9.78,25.98,23.3,79.22,0.02,-0.17
35:45.4,0.388,9.34,9.78,25.98,23.3,79.22,0.02,-0.17
35:45.4,0.396,9.34,9.76,26.02,23.32,79.26,0.01,-0.16
35:45.4,0.404,9.34,9.76,26.02,23.32,79.26,0.01,-0.16
35:45.4,0.413,9.38,9.76,25.97,23.29,79.23,0,-0.18
35:45.5,0.425,9.4,9.78,25.98,23.37,79.35,0.02,-0.18
35:45.5,0.434,9.4,9.78,25.98,23.37,79.35,0.02,-0.18
35:45.5,0.444,9.45,9.82,25.9,23.35,79.34,0.04,-0.22
35:45.5,0.455,9.55,9.84,25.87,23.3,79.38,0.01,-0.25
35:45.5,0.464,9.55,9.84,25.87,23.3,79.38,0.01,-0.25
35:45.5,0.479,9.58,9.88,25.87,23.25,79.4,-0.01,-0.28
35:45.5,0.486,9.58,9.88,25.82,23.25,79.35,0.01,-0.28
35:45.5,0.495,9.56,9.84,25.82,23.17,79.21,-0.02,-0.27
35:45.5,0.505,9.62,9.94,25.89,23.14,79.41,-0.04,-0.31
35:45.5,0.516,9.62,9.94,25.89,23.14,79.41,-0.04,-0.31
35:45.6,0.525,9.68,9.92,25.8,23,79.22,-0.08,-0.34
35:45.6,0.536,9.7,9.97,25.86,23.07,79.42,-0.07,-0.35
35:45.6,0.555,9.7,9.97,25.86,23.07,79.42,-0.07,-0.35
35:45.6,0.557,9.8,9.96,25.73,23.01,79.32,-0.08,-0.39
35:45.6,0.567,9.83,9.97,25.83,23.07,79.52,-0.09,-0.38
35:45.6,0.585,9.83,9.97,25.83,23.07,79.52,-0.09,-0.38
35:45.6,0.587,9.9,10.02,25.74,23.06,79.54,-0.08,-0.42
35:45.6,0.597,9.9,10.02,25.74,23.06,79.54,-0.08,-0.42
35:45.6,0.609,9.87,10,25.74,22.96,79.39,-0.11,-0.42
35:45.7,0.618,9.95,10.06,25.79,22.89,79.52,-0.15,-0.46
35:45.7,0.628,9.95,10.06,25.79,22.89,79.52,-0.15,-0.46
35:45.7,0.638,9.99,9.99,25.64,22.8,79.25,-0.17,-0.48
35:45.7,0.65,10.07,10,25.63,22.77,79.3,-0.19,-0.5
35:45.7,0.66,10.07,10,25.63,22.77,79.3,-0.19,-0.5
35:45.7,0.668,10.03,10.06,25.6,22.79,79.31,-0.15,-0.51
35:45.7,0.682,10.03,10.06,25.6,22.79,79.31,-0.15,-0.51
35:45.7,0.689,10.03,10.03,25.54,22.72,79.15,-0.16,-0.51
35:45.7,0.699,10.17,10.11,25.45,22.68,79.24,-0.16,-0.58
35:45.7,0.709,10.17,10.11,25.45,22.68,79.24,-0.16,-0.58
35:45.8,0.719,10.24,10.08,25.38,22.62,79.15,-0.19,-0.6
35:45.8,0.729,10.24,10.08,25.34,22.6,79.09,-0.19,-0.61
35:45.8,0.739,10.24,10.08,25.34,22.6,79.09,-0.19,-0.61
35:45.8,0.749,10.33,10.2,25.41,22.61,79.37,-0.19,-0.65
35:45.8,0.76,10.33,10.2,25.41,22.61,79.37,-0.19,-0.65
35:45.8,0.77,10.34,10.18,25.39,22.61,79.34,-0.19,-0.65
35:45.8,0.78,10.41,10.22,25.43,22.65,79.53,-0.2,-0.67
35:45.8,0.79,10.41,10.22,25.43,22.65,79.53,-0.2,-0.67
35:45.8,0.8,10.46,10.29,25.3,22.57,79.45,-0.18,-0.72
35:45.8,0.81,10.53,10.27,25.28,22.48,79.38,-0.24,-0.75
35:45.9,0.82,10.53,10.27,25.28,22.48,79.38,-0.24,-0.75
35:45.9,0.835,10.58,10.29,25.29,22.48,79.46,-0.25,-0.76
35:45.9,0.845,10.58,10.29,25.29,22.48,79.46,-0.25,-0.76
35:45.9,0.852,10.56,10.29,25.28,22.53,79.49,-0.22,-0.76
35:45.9,0.862,10.5,10.27,25.3,22.52,79.41,-0.22,-0.73
35:45.9,0.875,10.5,10.27,25.3,22.52,79.41,-0.22,-0.73
35:45.9,0.882,10.47,10.27,25.3,22.52,79.37,-0.21,-0.72
35:45.9,0.892,10.5,10.38,25.32,22.46,79.49,-0.21,-0.77
35:45.9,0.909,10.5,10.38,25.32,22.46,79.49,-0.21,-0.77
35:46.0,0.919,10.58,10.31,25.28,22.48,79.48,-0.23,-0.77
35:46.0,0.928,10.55,10.31,25.31,22.48,79.48,-0.23,-0.76
35:46.0,0.938,10.55,10.24,25.31,22.39,79.31,-0.29,-0.75
35:46.0,0.947,10.5,10.33,25.31,22.4,79.37,-0.24,-0.76
35:46.0,0.956,10.5,10.33,25.31,22.4,79.37,-0.24,-0.76
35:46.0,0.966,10.5,10.27,25.34,22.42,79.35,-0.26,-0.74
35:46.0,0.976,10.45,10.25,25.26,22.35,79.12,-0.25,-0.74
35:46.0,0.984,10.45,10.25,25.26,22.35,79.12,-0.25,-0.74
35:46.0,0.993,10.37,10.25,25.32,22.42,79.17,-0.22,-0.7
35:46.0,1.012,10.38,10.21,25.32,22.45,79.17,-0.23,-0.69
35:46.0,1.015,10.38,10.21,25.32,22.45,79.17,-0.23,-0.69
35:46.1,1.025,10.49,10.29,25.32,22.43,79.36,-0.24,-0.75
35:46.1,1.036,10.49,10.29,25.32,22.43,79.36,-0.24,-0.75
35:46.1,1.046,10.43,10.22,25.32,22.46,79.24,-0.24,-0.71
35:46.1,1.055,10.53,10.33,25.41,22.54,79.65,-0.23,-0.74
35:46.1,1.066,10.53,10.33,25.41,22.54,79.65,-0.23,-0.74
35:46.1,1.075,10.53,10.32,25.35,22.46,79.49,-0.24,-0.76
35:46.1,1.085,10.52,10.33,25.33,22.48,79.49,-0.23,-0.76
35:46.1,1.1,10.52,10.33,25.33,22.48,79.49,-0.23,-0.76
35:46.1,1.107,10.49,10.38,25.31,22.44,79.45,-0.21,-0.77
35:46.1,1.117,10.49,10.38,25.31,22.44,79.45,-0.21,-0.77
35:46.2,1.127,10.51,10.3,25.26,22.43,79.33,-0.23,-0.76
35:46.2,1.137,10.51,10.36,25.32,22.42,79.44,-0.23,-0.77
35:46.2,1.147,10.51,10.36,25.32,22.42,79.44,-0.23,-0.77
35:46.2,1.157,10.58,10.35,25.32,22.41,79.49,-0.26,-0.78
35:46.2,1.167,10.67,10.37,25.24,22.4,79.51,-0.25,-0.82
35:46.2,1.178,10.67,10.37,25.24,22.4,79.51,-0.25,-0.82
35:46.2,1.187,10.68,10.42,25.24,22.29,79.46,-0.28,-0.85
35:46.2,1.205,10.68,10.42,25.24,22.29,79.46,-0.28,-0.85
35:46.2,1.207,10.64,10.34,25.2,22.3,79.31,-0.28,-0.82
35:46.3,1.222,10.67,10.45,25.2,22.2,79.35,-0.28,-0.87
35:46.3,1.227,10.67,10.45,25.2,22.2,79.35,-0.28,-0.87
35:46.3,1.238,10.66,10.41,25.12,22.18,79.2,-0.27,-0.86
35:46.3,1.247,10.73,10.35,25.09,22.09,79.09,-0.33,-0.88
35:46.3,1.257,10.73,10.35,25.09,22.09,79.09,-0.33,-0.88
35:46.3,1.277,10.81,10.46,24.99,22.17,79.26,-0.27,-0.93
35:46.3,1.285,10.81,10.46,24.99,22.17,79.26,-0.27,-0.93
35:46.3,1.295,10.83,10.45,24.95,22.14,79.2,-0.27,-0.94
35:46.3,1.306,10.83,10.52,24.81,22.14,79.13,-0.21,-0.97
35:46.3,1.313,10.83,10.52,24.81,22.14,79.13,-0.21,-0.97
35:46.4,1.325,10.94,10.57,24.81,22.14,79.28,-0.23,-1.01
35:46.4,1.333,11.04,10.58,24.83,22.16,79.43,-0.25,-1.03
35:46.4,1.343,11.04,10.58,24.83,22.16,79.43,-0.25,-1.03
35:46.4,1.35,11.02,10.64,24.77,22.15,79.4,-0.21,-1.05
35:46.4,1.358,11.02,10.64,24.77,22.15,79.4,-0.21,-1.05
35:46.4,1.369,11.01,10.61,24.75,22.23,79.42,-0.19,-1.03
35:46.4,1.385,11.03,10.61,24.76,22.29,79.51,-0.18,-1.03
35:46.4,1.389,11.03,10.61,24.76,22.29,79.51,-0.18,-1.03
35:46.4,1.408,10.97,10.65,24.7,22.28,79.42,-0.13,-1.03
35:46.4,1.41,11.04,10.68,24.62,22.3,79.46,-0.11,-1.06
35:46.5,1.42,11.04,10.68,24.62,22.3,79.46,-0.11,-1.06
35:46.5,1.43,11.06,10.71,24.6,22.31,79.51,-0.1,-1.08
35:46.5,1.44,10.96,10.71,24.54,22.32,79.35,-0.05,-1.05
35:46.5,1.45,10.96,10.64,24.54,22.32,79.28,-0.07,-1.04
35:46.5,1.46,10.96,10.62,24.52,22.39,79.31,-0.05,-1.03
35:46.5,1.475,10.96,10.62,24.52,22.39,79.31,-0.05,-1.03
35:46.5,1.482,10.95,10.63,24.46,22.43,79.29,-0.01,-1.03
35:46.5,1.491,10.92,10.68,24.51,22.4,79.33,-0.01,-1.03
35:46.5,1.513,10.92,10.68,24.51,22.4,79.33,-0.01,-1.03
35:46.5,1.514,10.9,10.69,24.47,22.41,79.29,0.01,-1.03
35:46.6,1.523,10.88,10.7,24.45,22.47,79.32,0.04,-1.03
35:46.6,1.532,10.88,10.7,24.45,22.47,79.32,0.04,-1.03
35:46.6,1.542,10.89,10.75,24.52,22.5,79.48,0.04,-1.03
35:46.6,1.565,10.89,10.75,24.52,22.5,79.48,0.04,-1.03
35:46.6,1.566,10.82,10.72,24.54,22.62,79.53,0.09,-0.99
35:46.6,1.577,10.81,10.62,24.59,22.69,79.54,0.07,-0.95
35:46.6,1.586,10.81,10.62,24.59,22.69,79.54,0.07,-0.95
35:46.6,1.599,10.72,10.63,24.6,22.75,79.53,0.11,-0.92
35:46.6,1.604,10.63,10.56,24.65,22.82,79.49,0.13,-0.87
35:46.6,1.614,10.63,10.56,24.65,22.82,79.49,0.13,-0.87
35:46.7,1.624,10.58,10.56,24.66,22.92,79.55,0.17,-0.85
35:46.7,1.634,10.58,10.56,24.66,22.92,79.55,0.17,-0.85
35:46.7,1.653,10.47,10.5,24.76,22.92,79.47,0.15,-0.8
35:46.7,1.654,10.36,10.55,24.79,23,79.52,0.22,-0.77
35:46.7,1.664,10.36,10.55,24.79,23,79.52,0.22,-0.77
35:46.7,1.683,10.29,10.48,24.81,23.03,79.44,0.22,-0.73
35:46.7,1.686,10.19,10.45,24.87,23.05,79.39,0.23,-0.69
35:46.7,1.695,10.19,10.45,24.87,23.05,79.39,0.23,-0.69
35:46.7,1.705,10.13,10.38,24.85,23.08,79.27,0.24,-0.66
35:46.7,1.715,10.13,10.38,24.85,23.08,79.27,0.24,-0.66
35:46.8,1.727,10.05,10.35,24.93,23.12,79.28,0.24,-0.62
35:46.8,1.735,10.03,10.41,24.99,23.15,79.41,0.26,-0.62
35:46.8,1.745,10.03,10.41,24.99,23.15,79.41,0.26,-0.62
35:46.8,1.76,10.07,10.33,24.94,23.15,79.32,0.24,-0.62
35:46.8,1.767,10.07,10.36,25.04,23.18,79.48,0.23,-0.61
35:46.8,1.777,10.07,10.36,25.04,23.18,79.48,0.23,-0.61
35:46.8,1.787,10,10.32,24.99,23.19,79.33,0.25,-0.59
35:46.8,1.797,10,10.32,24.99,23.19,79.33,0.25,-0.59
35:46.8,1.807,9.96,10.29,24.99,23.12,79.18,0.23,-0.58
35:46.8,1.816,9.91,10.32,24.97,23.2,79.22,0.29,-0.56
35:46.9,1.827,9.91,10.32,24.97,23.2,79.22,0.29,-0.56
35:46.9,1.837,9.89,10.3,24.93,23.19,79.13,0.3,-0.56
35:46.9,1.847,9.92,10.33,24.88,23.21,79.16,0.32,-0.58
35:46.9,1.857,9.92,10.33,24.88,23.21,79.16,0.32,-0.58
35:46.9,1.867,9.99,10.3,24.88,23.26,79.26,0.3,-0.58
35:46.9,1.882,9.99,10.3,24.88,23.26,79.26,0.3,-0.58
35:46.9,1.887,9.99,10.3,24.96,23.29,79.37,0.29,-0.57
35:46.9,1.898,10.03,10.32,24.87,23.3,79.35,0.31,-0.6
35:46.9,1.908,10.03,10.32,24.87,23.3,79.35,0.31,-0.6
35:47.0,1.918,10.03,10.3,24.85,23.3,79.31,0.31,-0.59
35:47.0,1.928,10,10.35,24.94,23.27,79.39,0.3,-0.59
35:47.0,1.938,10,10.35,24.94,23.27,79.39,0.3,-0.59
35:47.0,1.948,10.12,10.4,24.92,23.26,79.53,0.28,-0.64
35:47.0,1.959,10.05,10.42,24.82,23.23,79.35,0.33,-0.64
35:47.0,1.969,10.05,10.42,24.82,23.23,79.35,0.33,-0.64
35:47.0,1.979,10.21,10.44,24.75,23.16,79.39,0.29,-0.7
35:47.0,1.989,10.21,10.44,24.75,23.16,79.39,0.29,-0.7
35:47.0,2.008,10.17,10.43,24.73,23.15,79.31,0.3,-0.69
35:47.0,2.009,10.25,10.47,24.65,23.07,79.27,0.29,-0.73
35:47.1,2.026,10.25,10.47,24.65,23.07,79.27,0.29,-0.73
35:47.1,2.038,10.23,10.53,24.64,23.03,79.26,0.3,-0.75
35:47.1,2.047,10.19,10.44,24.59,23.01,79.06,0.3,-0.72
35:47.1,2.056,10.19,10.44,24.59,23.01,79.06,0.3,-0.72
35:47.1,2.066,10.28,10.46,24.68,22.99,79.24,0.24,-0.74
35:47.1,2.075,10.28,10.46,24.68,22.99,79.24,0.24,-0.74
35:47.1,2.085,10.29,10.45,24.67,22.99,79.23,0.24,-0.74
35:47.1,2.092,10.34,10.43,24.73,23.02,79.34,0.21,-0.74
35:47.1,2.106,10.34,10.43,24.73,23.02,79.34,0.21,-0.74
35:47.1,2.112,10.42,10.52,24.69,22.92,79.37,0.2,-0.8
35:47.2,2.121,10.48,10.52,24.76,22.99,79.57,0.18,-0.8
35:47.2,2.135,10.48,10.52,24.76,22.99,79.57,0.18,-0.8
35:47.2,2.142,10.45,10.53,24.77,22.94,79.51,0.17,-0.8
35:47.2,2.152,10.45,10.53,24.77,22.94,79.51,0.17,-0.8
35:47.2,2.163,10.48,10.49,24.7,22.95,79.45,0.17,-0.8
35:47.2,2.173,10.42,10.47,24.73,22.89,79.33,0.16,-0.78
35:47.2,2.183,10.42,10.47,24.73,22.89,79.33,0.16,-0.78
35:47.2,2.202,10.48,10.54,24.71,22.86,79.41,0.16,-0.82
35:47.2,2.204,10.49,10.48,24.62,22.79,79.21,0.14,-0.83
35:47.2,2.214,10.49,10.48,24.62,22.79,79.21,0.14,-0.83
35:47.3,2.224,10.51,10.52,24.68,22.91,79.45,0.17,-0.82
35:47.3,2.234,10.44,10.45,24.67,22.9,79.28,0.17,-0.79
35:47.3,2.247,10.44,10.45,24.67,22.9,79.28,0.17,-0.79
35:47.3,2.255,10.41,10.46,24.63,22.94,79.26,0.2,-0.78
35:47.3,2.266,10.41,10.46,24.63,22.94,79.26,0.2,-0.78
35:47.3,2.276,10.41,10.42,24.67,22.92,79.25,0.17,-0.77
35:47.3,2.285,10.48,10.43,24.77,23,79.5,0.15,-0.77
35:47.3,2.296,10.48,10.43,24.77,23,79.5,0.15,-0.77
35:47.3,2.304,10.48,10.46,24.82,22.95,79.54,0.13,-0.78
35:47.3,2.315,10.4,10.43,24.85,22.94,79.44,0.13,-0.75
35:47.4,2.325,10.4,10.43,24.85,22.94,79.44,0.13,-0.75
35:47.4,2.335,10.48,10.44,24.82,22.96,79.52,0.13,-0.77
35:47.4,2.345,10.48,10.44,24.82,22.96,79.52,0.13,-0.77
35:47.4,2.357,10.42,10.36,24.86,22.9,79.37,0.09,-0.74
35:47.4,2.368,10.39,10.37,24.95,22.87,79.41,0.07,-0.73
35:47.4,2.377,10.39,10.37,24.95,22.87,79.41,0.07,-0.73
35:47.4,2.395,10.36,10.27,25.12,22.87,79.44,-0.01,-0.68
35:47.4,2.397,10.33,10.31,25.09,22.91,79.47,0.04,-0.68
35:47.4,2.415,10.33,10.31,25.09,22.91,79.47,0.04,-0.68
35:47.5,2.426,10.24,10.4,25.15,22.94,79.56,0.08,-0.67
35:47.5,2.435,10.24,10.4,25.15,22.94,79.56,0.08,-0.67
35:47.5,2.444,10.21,10.22,25.22,23,79.47,0.03,-0.61
35:47.5,2.454,10.16,10.21,25.26,22.99,79.44,0.02,-0.59
35:47.5,2.461,10.16,10.21,25.26,22.99,79.44,0.02,-0.59
35:47.5,2.467,10.07,10.16,25.3,23.07,79.42,0.05,-0.54
35:47.5,2.477,10,10.12,25.46,23.17,79.57,0.04,-0.49
35:47.5,2.488,10,10.12,25.46,23.17,79.57,0.04,-0.49
35:47.5,2.498,9.92,10.12,25.52,23.13,79.51,0.03,-0.47
35:47.5,2.509,9.92,10.12,25.52,23.13,79.51,0.03,-0.47
35:47.6,2.519,9.83,10.03,25.59,23.15,79.42,0.02,-0.41
35:47.6,2.529,9.73,9.96,25.69,23.18,79.38,0.01,-0.36
35:47.6,2.54,9.73,9.96,25.69,23.18,79.38,0.01,-0.36
35:47.6,2.549,9.75,10.01,25.7,23.21,79.49,0.02,-0.37
35:47.6,2.562,9.71,9.99,25.7,23.17,79.39,0.02,-0.36
35:47.6,2.571,9.71,9.99,25.7,23.17,79.39,0.02,-0.36
35:47.6,2.58,9.66,9.95,25.71,23.19,79.33,0.02,-0.34
35:47.6,2.591,9.6,9.89,25.66,23.18,79.15,0.03,-0.31
35:47.6,2.6,9.6,9.89,25.66,23.18,79.15,0.03,-0.31
35:47.6,2.613,9.61,9.87,25.72,23.08,79.1,-0.03,-0.31
35:47.7,2.62,9.61,9.87,25.72,23.08,79.1,-0.03,-0.31
35:47.7,2.63,9.55,9.92,25.7,23.17,79.16,0.04,-0.3
35:47.7,2.64,9.54,9.9,25.79,23.22,79.27,0.03,-0.28
35:47.7,2.651,9.54,9.9,25.79,23.22,79.27,0.03,-0.28
35:47.7,2.664,9.56,9.87,25.87,23.2,79.32,-0.02,-0.27
35:47.7,2.673,9.63,9.85,25.86,23.22,79.38,-0.04,-0.29
35:47.7,2.681,9.63,9.85,25.86,23.22,79.38,-0.04,-0.29
35:47.7,2.691,9.64,9.91,25.79,23.17,79.33,-0.02,-0.31
35:47.7,2.706,9.64,9.91,25.79,23.17,79.33,-0.02,-0.31
35:47.7,2.714,9.63,9.87,25.74,23.19,79.25,0,-0.31
35:47.8,2.723,9.75,10.07,25.74,23.17,79.55,0.02,-0.39
35:47.8,2.733,9.75,10.07,25.74,23.17,79.55,0.02,-0.39
35:47.8,2.743,9.84,9.96,25.72,23.08,79.42,-0.07,-0.39
35:47.8,2.753,9.78,10,25.61,23.1,79.31,0,-0.4
35:47.8,2.762,9.78,10,25.61,23.1,79.31,0,-0.4
35:47.8,2.773,9.86,10.04,25.48,22.98,79.18,-0.01,-0.45
35:47.8,2.783,9.86,10.04,25.48,22.98,79.18,-0.01,-0.45
35:47.8,2.803,9.9,9.99,25.53,23.03,79.27,-0.03,-0.44
35:47.8,2.804,9.84,10.03,25.54,23.04,79.27,0,-0.43
35:47.8,2.816,9.84,10.03,25.54,23.04,79.27,0,-0.43
35:47.9,2.825,9.91,10.09,25.48,23.02,79.32,0.01,-0.47
35:47.9,2.834,10,10.06,25.44,23.05,79.37,-0.01,-0.49
35:47.9,2.855,10,10.06,25.44,23.05,79.37,-0.01,-0.49
35:47.9,2.857,10.02,10.16,25.42,22.99,79.41,0,-0.53
35:47.9,2.867,10.02,10.16,25.42,22.99,79.41,0,-0.53
35:47.9,2.874,9.99,10.15,25.45,22.94,79.36,-0.02,-0.52
35:47.9,2.884,10.08,10.16,25.38,22.94,79.38,-0.02,-0.55
35:47.9,2.894,10.08,10.16,25.38,22.94,79.38,-0.02,-0.55
35:47.9,2.905,10.06,10.14,25.4,22.89,79.31,-0.04,-0.54
35:47.9,2.914,10.04,10.16,25.39,22.97,79.38,0,-0.54
35:48.0,2.929,10.04,10.16,25.39,22.97,79.38,0,-0.54
35:48.0,2.935,9.99,10.18,25.37,22.93,79.29,0.01,-0.54
35:48.0,2.945,9.99,10.18,25.37,22.93,79.29,0.01,-0.54
35:48.0,2.955,10.1,10.18,25.37,22.95,79.42,-0.01,-0.56
35:48.0,2.965,10.15,10.25,25.36,23.02,79.6,0.02,-0.58
35:48.0,2.976,10.15,10.25,25.36,23.02,79.6,0.02,-0.58
35:48.0,2.986,10.15,10.23,25.29,22.9,79.39,0,-0.6
35:48.0,3,10.08,10.18,25.31,22.91,79.3,0,-0.57
35:48.0,3.006,10.08,10.18,25.31,22.91,79.3,0,-0.57
35:48.0,3.017,10.07,10.25,25.27,22.91,79.32,0.04,-0.59
35:48.1,3.026,10.07,10.25,25.27,22.91,79.32,0.04,-0.59
35:48.1,3.036,10.14,10.14,25.26,22.89,79.25,-0.02,-0.58
35:48.1,3.046,10.08,10.21,25.33,22.88,79.32,-0.01,-0.57
35:48.1,3.057,10.08,10.21,25.33,22.88,79.32,-0.01,-0.57
35:48.1,3.066,10.14,10.19,25.35,22.89,79.39,-0.03,-0.58
35:48.1,3.076,10.13,10.21,25.39,22.82,79.37,-0.06,-0.59
35:48.1,3.087,10.13,10.21,25.39,22.82,79.37,-0.06,-0.59
35:48.1,3.106,10.14,10.18,25.38,22.88,79.4,-0.05,-0.58
35:48.1,3.115,10.14,10.18,25.38,22.88,79.4,-0.05,-0.58
35:48.2,3.125,10.01,10.21,25.36,22.92,79.32,0.02,-0.55
35:48.2,3.134,10.14,10.16,25.43,22.92,79.47,-0.06,-0.56
35:48.2,3.144,10.14,10.16,25.43,22.92,79.47,-0.06,-0.56
35:48.2,3.154,10.06,10.18,25.41,22.96,79.43,-0.01,-0.55
35:48.2,3.164,10.04,10.16,25.52,22.95,79.49,-0.05,-0.53
35:48.2,3.174,10.04,10.16,25.52,22.95,79.49,-0.05,-0.53
35:48.2,3.184,10.07,10.16,25.46,22.89,79.4,-0.06,-0.55
35:48.2,3.189,10.06,10.14,25.43,22.95,79.4,-0.03,-0.54
35:48.2,3.2,10.06,10.14,25.43,22.95,79.4,-0.03,-0.54
35:48.2,3.209,10.04,10.13,25.48,23.04,79.51,-0.01,-0.51
35:48.3,3.22,10.04,10.13,25.48,23.04,79.51,-0.01,-0.51
35:48.3,3.23,10.01,10.08,25.47,22.98,79.37,-0.04,-0.5
35:48.3,3.24,9.98,10.08,25.51,23,79.4,-0.03,-0.49
35:48.3,3.25,9.98,10.08,25.51,23,79.4,-0.03,-0.49
35:48.3,3.26,10.01,10.07,25.49,22.95,79.35,-0.06,-0.5
35:48.3,3.27,9.92,10.09,25.57,22.97,79.38,-0.04,-0.47
35:48.3,3.28,9.92,10.09,25.57,22.97,79.38,-0.04,-0.47
35:48.3,3.296,9.83,10,25.63,23,79.28,-0.05,-0.42
35:48.3,3.305,9.83,10,25.63,23,79.28,-0.05,-0.42
35:48.3,3.312,9.83,10,25.65,23.04,79.34,-0.04,-0.41
35:48.4,3.321,9.88,10,25.7,23.05,79.45,-0.07,-0.42
35:48.4,3.334,9.88,10,25.7,23.05,79.45,-0.07,-0.42
35:48.4,3.343,9.77,9.95,25.75,23.01,79.3,-0.08,-0.38
35:48.4,3.352,9.76,9.84,25.75,23.1,79.27,-0.08,-0.34
35:48.4,3.365,9.76,9.84,25.75,23.1,79.27,-0.08,-0.34
35:48.4,3.374,9.76,9.88,25.72,23.06,79.24,-0.07,-0.35
35:48.4,3.383,9.76,9.88,25.72,23.06,79.24,-0.07,-0.35
35:48.4,3.396,9.65,9.87,25.69,23.08,79.11,-0.03,-0.33
35:48.4,3.404,9.68,9.89,25.8,23.17,79.36,-0.04,-0.32
35:48.4,3.413,9.68,9.89,25.8,23.17,79.36,-0.04,-0.32
35:48.5,3.423,9.65,9.84,25.83,23.25,79.39,-0.03,-0.29
35:48.5,3.436,9.67,9.85,25.83,23.26,79.43,-0.03,-0.29
35:48.5,3.444,9.67,9.85,25.83,23.26,79.43,-0.03,-0.29
35:48.5,3.455,9.63,9.94,25.79,23.23,79.41,0.02,-0.31
35:48.5,3.464,9.63,9.94,25.79,23.23,79.41,0.02,-0.31
35:48.5,3.482,9.74,9.92,25.69,23.3,79.47,0.03,-0.34
35:48.5,3.484,9.73,9.94,25.74,23.3,79.53,0.02,-0.34
35:48.5,3.494,9.73,9.94,25.74,23.3,79.53,0.02,-0.34
35:48.5,3.511,9.71,9.96,25.69,23.25,79.43,0.03,-0.35
35:48.5,3.514,9.68,9.93,25.72,23.25,79.4,0.02,-0.33
35:48.6,3.524,9.68,9.93,25.72,23.25,79.4,0.02,-0.33
35:48.6,3.535,9.7,9.91,25.76,23.24,79.43,0,-0.33
35:48.6,3.545,9.7,9.91,25.76,23.24,79.43,0,-0.33
35:48.6,3.555,9.67,9.88,25.68,23.21,79.26,0.01,-0.32
35:48.6,3.574,9.72,9.93,25.64,23.2,79.31,0.02,-0.35
35:48.6,3.575,9.72,9.93,25.64,23.2,79.31,0.02,-0.35
35:48.6,3.586,9.68,9.96,25.64,23.17,79.27,0.03,-0.35
35:48.6,3.595,9.79,9.97,25.63,23.14,79.35,0,-0.39
35:48.6,3.605,9.79,9.97,25.63,23.14,79.35,0,-0.39
35:48.6,3.615,9.81,9.97,25.6,23.12,79.32,-0.01,-0.4
35:48.7,3.625,9.81,9.97,25.6,23.12,79.32,-0.01,-0.4
35:48.7,3.636,9.75,9.97,25.62,23.15,79.31,0.02,-0.38
35:48.7,3.646,9.75,9.94,25.73,23.17,79.41,-0.02,-0.36
