RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
42:14.6,0,11.3,10.28,24.92,21.99,79.37,0.04,0.01
42:14.7,0.011,11.3,10.28,24.92,21.99,79.37,0.04,0.01
42:14.7,0.02,11.19,10.24,25.02,22.18,79.51,0.09,0.07
42:14.7,0.029,11.13,10.27,25.04,22.26,79.58,0.14,0.09
42:14.7,0.04,11.13,10.27,25.04,22.26,79.58,0.14,0.09
42:14.7,0.051,11.14,10.2,25.12,22.24,79.58,0.08,0.11
42:14.7,0.06,11.05,10.2,25.03,22.33,79.48,0.17,0.14
42:14.7,0.071,11.05,10.21,25.03,22.33,79.49,0.17,0.13
42:14.7,0.081,11.07,10.27,25.02,22.24,79.48,0.15,0.1
42:14.7,0.091,11.07,10.27,25.02,22.24,79.48,0.15,0.1
42:14.7,0.102,11.08,10.18,24.99,22.2,79.33,0.12,0.11
42:14.8,0.111,11.02,10.17,25.03,22.19,79.29,0.12,0.13
42:14.8,0.121,11.02,10.17,25.03,22.19,79.29,0.12,0.13
42:14.8,0.131,11.05,10.15,25.09,22.17,79.35,0.08,0.13
42:14.8,0.147,11.02,10.18,25.12,22.18,79.38,0.09,0.14
42:14.8,0.156,11.02,10.18,25.12,22.18,79.38,0.09,0.14
42:14.8,0.163,11.06,10.05,25.18,22.18,79.36,0.02,0.17
42:14.8,0.173,11.06,10.05,25.18,22.18,79.36,0.02,0.17
42:14.8,0.186,11.01,10.1,25.11,22.19,79.29,0.08,0.16
42:14.8,0.193,11.04,10.12,25.19,22.17,79.4,0.05,0.16
42:14.8,0.203,11.04,10.12,25.19,22.17,79.4,0.05,0.16
42:14.9,0.216,11.04,10.15,25.17,22.13,79.37,0.05,0.14
42:14.9,0.222,11.02,10.07,25.3,22.18,79.45,0.01,0.19
42:14.9,0.235,11.02,10.07,25.3,22.18,79.45,0.01,0.19
42:14.9,0.244,11.06,10.04,25.28,22.15,79.42,-0.02,0.18
42:14.9,0.253,11.06,10.04,25.28,22.15,79.42,-0.02,0.18
42:14.9,0.264,11.02,10.05,25.19,22.2,79.34,0.04,0.18
42:14.9,0.274,11.02,10.03,25.21,22.16,79.3,0.01,0.18
42:14.9,0.287,11.02,10.03,25.21,22.16,79.3,0.01,0.18
42:14.9,0.295,11.01,10.03,25.2,22.21,79.33,0.04,0.19
42:14.9,0.306,10.99,10.05,25.12,22.4,79.43,0.13,0.2
42:15.0,0.316,10.99,10.05,25.12,22.4,79.43,0.13,0.2
42:15.0,0.325,10.89,10.11,25.04,22.53,79.44,0.24,0.22
42:15.0,0.335,10.89,10.11,25.04,22.53,79.44,0.24,0.22
42:15.0,0.354,10.82,10.09,24.92,22.8,79.51,0.38,0.26
42:15.0,0.364,10.63,10.21,24.53,23.1,79.35,0.68,0.26
42:15.0,0.373,10.63,10.21,24.53,23.1,79.35,0.68,0.26
42:15.0,0.378,10.45,10.36,24.21,23.58,79.49,1.04,0.29
42:15.0,0.386,10.1,10.54,23.97,24.11,79.6,1.43,0.36
42:15.0,0.397,10.1,10.54,23.97,24.11,79.6,1.43,0.36
42:15.0,0.407,9.73,10.71,23.65,24.66,79.63,1.86,0.43
42:15.1,0.421,9.22,10.81,23.28,25.21,79.4,2.33,0.55
42:15.1,0.43,9.22,10.81,23.28,25.21,79.4,2.33,0.55
42:15.1,0.439,8.98,10.97,22.98,25.73,79.54,2.7,0.59
42:15.1,0.449,8.98,10.97,22.98,25.73,79.54,2.7,0.59
42:15.1,0.458,8.83,11.18,22.52,26.28,79.69,3.12,0.59
42:15.1,0.469,8.75,11.36,22.14,26.87,80.01,3.49,0.59
42:15.1,0.478,8.75,11.36,22.14,26.87,80.01,3.49,0.59
42:15.1,0.488,8.63,11.58,21.82,27.14,80.05,3.77,0.56
42:15.1,0.498,8.54,11.72,21.68,27.35,80.17,3.94,0.55
42:15.2,0.516,8.54,11.72,21.68,27.35,80.17,3.94,0.55
42:15.2,0.519,8.43,11.83,21.62,27.41,80.17,4.04,0.55
42:15.2,0.529,8.43,11.83,21.62,27.41,80.17,4.04,0.55
42:15.2,0.539,8.37,11.79,21.74,27.32,80.1,3.98,0.58
42:15.2,0.549,8.38,11.93,21.83,27.02,80.05,3.91,0.52
42:15.2,0.559,8.38,11.93,21.83,27.02,80.05,3.91,0.52
42:15.2,0.569,8.54,11.91,21.97,26.77,80.07,3.73,0.47
42:15.2,0.579,8.76,11.89,22.24,26.38,80.15,3.46,0.41
42:15.2,0.589,8.76,11.89,22.24,26.38,80.15,3.46,0.41
42:15.2,0.604,8.99,11.86,22.49,26.11,80.34,3.22,0.36
42:15.3,0.61,8.99,11.86,22.49,26.11,80.34,3.22,0.36
42:15.3,0.621,9.09,11.94,22.89,25.82,80.62,2.99,0.33
42:15.3,0.629,9.31,11.89,23.2,25.53,80.81,2.73,0.29
42:15.3,0.64,9.31,11.89,23.2,25.53,80.81,2.73,0.29
42:15.3,0.65,9.33,11.94,23.37,25.12,80.64,2.57,0.25
42:15.3,0.669,9.36,11.97,23.67,24.61,80.5,2.32,0.21
42:15.3,0.671,9.36,11.97,23.67,24.61,80.5,2.32,0.21
42:15.3,0.681,9.56,11.83,24.02,24.01,80.3,1.94,0.17
42:15.3,0.7,9.56,11.83,24.02,24.01,80.3,1.94,0.17
42:15.3,0.702,9.65,11.81,24.32,23.48,80.15,1.65,0.13
42:15.4,0.711,9.85,11.84,24.73,23.01,80.31,1.34,0.07
42:15.4,0.721,9.85,11.84,24.73,23.01,80.31,1.34,0.07
42:15.4,0.731,10.03,11.83,25.06,22.44,80.24,1,0
42:15.4,0.742,10.24,11.79,25.54,21.83,80.29,0.6,-0.05
42:15.4,0.756,10.24,11.79,25.54,21.83,80.29,0.6,-0.05
42:15.4,0.763,10.45,11.82,25.93,21.24,80.32,0.25,-0.13
42:15.4,0.773,10.45,11.82,25.93,21.24,80.32,0.25,-0.13
42:15.4,0.786,10.61,11.81,26.27,20.6,80.17,-0.1,-0.2
42:15.4,0.793,10.77,11.68,26.78,20,80.12,-0.53,-0.21
42:15.4,0.803,10.77,11.68,26.78,20,80.12,-0.53,-0.21
42:15.5,0.816,10.99,11.72,27.25,19.34,80.18,-0.92,-0.3
42:15.5,0.825,11.19,11.58,27.77,18.6,80.03,-1.41,-0.34
42:15.5,0.834,11.19,11.58,27.77,18.6,80.03,-1.41,-0.34
42:15.5,0.847,11.36,11.47,28.14,17.86,79.72,-1.85,-0.39
42:15.5,0.856,11.62,11.39,28.58,17.11,79.58,-2.32,-0.47
42:15.5,0.864,11.62,11.39,28.58,17.11,79.58,-2.32,-0.47
42:15.5,0.874,11.86,11.51,29.02,16.52,79.8,-2.66,-0.57
42:15.5,0.884,11.86,11.51,29.02,16.52,79.8,-2.66,-0.57
42:15.5,0.897,12.1,11.41,29.48,16,79.87,-3.06,-0.61
42:15.5,0.907,12.38,11.38,29.97,15.39,80.01,-3.48,-0.68
42:15.6,0.915,12.38,11.38,29.97,15.39,80.01,-3.48,-0.68
42:15.6,0.925,12.68,11.41,30.4,14.69,80.07,-3.9,-0.79
42:15.6,0.935,12.89,11.37,30.69,13.98,79.82,-4.3,-0.88
42:15.6,0.945,12.89,11.37,30.69,13.98,79.82,-4.3,-0.88
42:15.6,0.955,13.2,11.38,30.86,13.19,79.52,-4.71,-1.03
42:15.6,0.966,13.2,11.38,30.86,13.19,79.52,-4.71,-1.03
42:15.6,0.981,13.58,11.28,31,12.53,79.28,-5.12,-1.16
42:15.6,0.987,14.03,11.22,31.02,11.87,79.03,-5.51,-1.33
42:15.6,0.997,14.03,11.22,31.02,11.87,79.03,-5.51,-1.33
42:15.6,1.007,14.56,11.06,31.11,11.31,78.92,-5.94,-1.47
42:15.7,1.016,15.1,11.01,31.43,10.8,79.23,-6.34,-1.6
42:15.7,1.026,15.1,11.01,31.43,10.8,79.23,-6.34,-1.6
42:15.7,1.037,15.65,10.94,31.71,10.32,79.51,-6.73,-1.73
42:15.7,1.055,15.65,10.94,31.71,10.32,79.51,-6.73,-1.73
42:15.7,1.056,16.1,10.83,31.94,9.94,79.69,-7.07,-1.83
42:15.7,1.074,16.49,10.77,32.29,9.6,80.03,-7.38,-1.89
42:15.7,1.084,16.49,10.77,32.29,9.6,80.03,-7.38,-1.89
42:15.7,1.09,16.8,10.53,32.64,9.25,80.11,-7.74,-1.91
42:15.7,1.1,17.09,10.14,33.17,8.99,80.27,-8.17,-1.85
42:15.8,1.114,17.09,10.14,33.17,8.99,80.27,-8.17,-1.85
42:15.8,1.123,17.46,9.79,33.58,8.72,80.44,-8.57,-1.84
42:15.8,1.132,17.46,9.79,33.58,8.72,80.44,-8.57,-1.84
42:15.8,1.141,17.89,9.33,34.02,8.34,80.46,-9.08,-1.82
42:15.8,1.15,18.46,8.81,34.33,7.97,80.46,-9.62,-1.84
42:15.8,1.159,18.46,8.81,34.33,7.97,80.46,-9.62,-1.84
42:15.8,1.168,19,8.03,34.75,7.48,80.15,-10.34,-1.8
42:15.8,1.179,19.59,7.13,34.95,6.95,79.5,-11.13,-1.78
42:15.8,1.192,19.59,7.13,34.95,6.95,79.5,-11.13,-1.78
42:15.8,1.204,20.12,6.27,35.11,6.46,78.84,-11.88,-1.75
42:15.9,1.209,20.12,6.27,35.11,6.46,78.84,-11.88,-1.75
42:15.9,1.219,20.62,5.43,35.49,6.13,78.56,-12.57,-1.67
42:15.9,1.229,21.22,4.77,36.23,6.03,79.13,-13.1,-1.57
42:15.9,1.239,21.22,4.77,36.23,6.03,79.13,-13.1,-1.57
42:15.9,1.249,21.86,4.15,36.85,5.73,79.48,-13.69,-1.53
42:15.9,1.259,22.27,3.76,37.26,5.66,79.84,-14.01,-1.49
42:15.9,1.27,22.27,3.76,37.26,5.66,79.84,-14.01,-1.49
42:15.9,1.279,22.73,3.63,37.57,5.56,80.38,-14.19,-1.54
42:15.9,1.289,22.73,3.63,37.57,5.56,80.38,-14.19,-1.54
42:15.9,1.3,23.2,3.69,37.82,5.67,81.27,-14.16,-1.6
42:16.0,1.31,23.61,3.82,37.75,5.59,81.65,-14.16,-1.73
42:16.0,1.32,23.61,3.82,37.75,5.59,81.65,-14.16,-1.73
42:16.0,1.33,23.91,3.86,37.33,5.47,81.46,-14.19,-1.88
42:16.0,1.34,24.09,3.9,36.8,5.33,80.99,-14.22,-2.01
42:16.0,1.35,24.09,3.9,36.8,5.33,80.99,-14.22,-2.01
42:16.0,1.36,24.28,4.07,36.39,5.26,80.89,-14.15,-2.15
42:16.0,1.375,24.28,4.07,36.39,5.26,80.89,-14.15,-2.15
42:16.0,1.381,24.22,4.03,35.97,5.2,80.31,-14.16,-2.2
42:16.0,1.392,24.18,4.1,35.38,5.07,79.62,-14.14,-2.31
42:16.1,1.41,24.18,4.1,35.38,5.07,79.62,-14.14,-2.31
42:16.1,1.411,24.2,4.08,35.15,4.98,79.3,-14.18,-2.36
42:16.1,1.421,24.51,4.17,34.88,4.93,79.37,-14.17,-2.48
42:16.1,1.44,24.51,4.17,34.88,4.93,79.37,-14.17,-2.48
42:16.1,1.449,24.79,4.2,34.57,4.73,79.18,-14.25,-2.62
42:16.1,1.459,25.14,4.12,34.29,4.63,79.07,-14.35,-2.73
42:16.1,1.468,25.14,4.12,34.29,4.63,79.07,-14.35,-2.73
42:16.1,1.48,25.34,4.15,34.19,4.55,79.12,-14.39,-2.81
42:16.1,1.485,25.34,4.15,34.19,4.55,79.12,-14.39,-2.81
42:16.1,1.494,25.63,4.18,34.27,4.59,79.56,-14.38,-2.85
42:16.1,1.504,25.85,4.34,33.92,4.57,79.57,-14.3,-2.98
42:16.2,1.514,25.85,4.34,33.92,4.57,79.57,-14.3,-2.98
42:16.2,1.524,25.99,4.58,33.31,4.53,79.29,-14.15,-3.16
42:16.2,1.534,25.94,4.74,32.98,4.67,79.21,-13.96,-3.21
42:16.2,1.544,25.94,4.74,32.98,4.67,79.21,-13.96,-3.21
42:16.2,1.559,25.76,4.94,32.76,4.69,79.03,-13.81,-3.24
42:16.2,1.566,25.76,4.94,32.76,4.69,79.03,-13.81,-3.24
42:16.2,1.576,25.4,4.95,32.07,4.63,77.94,-13.74,-3.3
42:16.2,1.585,24.94,4.98,31.56,4.59,76.96,-13.66,-3.3
42:16.2,1.596,24.94,4.98,31.56,4.59,76.96,-13.66,-3.3
42:16.2,1.605,24.49,4.94,31.34,4.58,76.24,-13.63,-3.24
42:16.3,1.618,24.14,4.91,31.7,4.68,76.31,-13.59,-3.09
42:16.3,1.627,24.14,4.91,31.7,4.68,76.31,-13.59,-3.09
42:16.3,1.635,24.04,4.91,32.44,4.87,77.14,-13.55,-2.92
42:16.3,1.65,24.04,4.91,32.44,4.87,77.14,-13.55,-2.92
42:16.3,1.657,24.17,4.92,33.06,5.03,78.06,-13.52,-2.83
42:16.3,1.667,24.41,4.98,33.64,5.2,79.12,-13.48,-2.77
42:16.3,1.686,24.41,4.98,33.64,5.2,79.12,-13.48,-2.77
42:16.3,1.687,24.23,5.01,33.8,5.28,79.21,-13.42,-2.71
42:16.3,1.702,24.17,4.99,33.91,5.44,79.41,-13.35,-2.65
42:16.4,1.711,24.17,4.99,33.91,5.44,79.41,-13.35,-2.65
42:16.4,1.72,24.12,5.07,34.02,5.4,79.49,-13.34,-2.64
42:16.4,1.73,24.14,5.07,33.96,5.38,79.43,-13.34,-2.66
42:16.4,1.739,24.14,5.12,33.96,5.38,79.48,-13.32,-2.67
42:16.4,1.749,24.33,5.11,33.72,5.22,79.27,-13.4,-2.77
42:16.4,1.759,24.33,5.11,33.72,5.22,79.27,-13.4,-2.77
42:16.4,1.776,24.48,5.02,33.49,5.13,79,-13.49,-2.83
42:16.4,1.787,24.8,4.93,33.52,4.92,79.06,-13.68,-2.9
42:16.4,1.796,24.8,4.93,33.52,4.92,79.06,-13.68,-2.9
42:16.4,1.807,24.98,4.74,34.1,4.9,79.6,-13.86,-2.81
42:16.5,1.816,24.81,4.19,34.77,4.82,79.48,-14.23,-2.58
42:16.5,1.82,24.81,4.19,34.77,4.82,79.48,-14.23,-2.58
42:16.5,1.839,24.72,3.84,35.33,4.68,79.46,-14.53,-2.43
42:16.5,1.841,24.72,3.84,35.33,4.68,79.46,-14.53,-2.43
42:16.5,1.85,24.48,3.49,36.23,4.75,79.83,-14.73,-2.17
42:16.5,1.86,24.31,3.32,36.81,4.82,80.15,-14.81,-2.01
42:16.5,1.87,24.31,3.32,36.81,4.82,80.15,-14.81,-2.01
42:16.5,1.886,24.18,3.2,37.52,4.96,80.75,-14.84,-1.84
42:16.5,1.891,24.12,3.06,37.74,4.9,80.69,-14.96,-1.77
42:16.5,1.901,24.12,3.06,37.74,4.9,80.69,-14.96,-1.77
42:16.6,1.911,24.18,2.95,37.39,4.62,80.03,-15.15,-1.85
42:16.6,1.924,24.18,2.95,37.39,4.62,80.03,-15.15,-1.85
42:16.6,1.933,24.64,2.78,36.4,4.17,78.87,-15.45,-2.11
42:16.6,1.946,25.42,2.76,35.59,3.74,78.39,-15.71,-2.45
42:16.6,1.956,25.42,2.76,35.59,3.74,78.39,-15.71,-2.45
42:16.6,1.962,25.85,2.57,34.96,3.35,77.62,-16.02,-2.66
42:16.6,1.973,26.07,2.45,34.77,3.22,77.4,-16.17,-2.72
42:16.6,1.986,26.07,2.45,34.77,3.22,77.4,-16.17,-2.72
42:16.6,1.993,26.1,2.29,34.65,3.1,77.03,-16.32,-2.74
42:16.6,2.002,26.08,2.24,34.67,3.04,76.92,-16.39,-2.73
42:16.7,2.017,26.08,2.24,34.67,3.04,76.92,-16.39,-2.73
42:16.7,2.025,26.3,2.22,34.7,2.98,77.08,-16.45,-2.77
42:16.7,2.034,26.3,2.22,34.7,2.98,77.08,-16.45,-2.77
42:16.7,2.044,26.73,2.27,34.81,2.9,77.6,-16.49,-2.87
42:16.7,2.057,27.46,2.36,34.89,2.82,78.42,-16.52,-3.03
42:16.7,2.064,27.46,2.36,34.89,2.82,78.42,-16.52,-3.03
42:16.7,2.075,28.32,2.56,34.98,2.81,79.55,-16.46,-3.22
42:16.7,2.086,29.04,2.69,34.81,2.8,80.23,-16.42,-3.42
42:16.7,2.095,29.04,2.69,34.81,2.8,80.23,-16.42,-3.42
42:16.7,2.106,29.35,2.69,34.23,2.69,79.84,-16.47,-3.58
42:16.8,2.12,29.35,2.69,34.23,2.69,79.84,-16.47,-3.58
42:16.8,2.128,29.27,2.78,33.47,2.55,78.96,-16.46,-3.73
42:16.8,2.136,29.08,2.75,32.62,2.43,77.77,-16.49,-3.85
42:16.8,2.156,29.08,2.75,32.62,2.43,77.77,-16.49,-3.85
42:16.8,2.163,28.57,2.77,32.13,2.44,76.8,-16.42,-3.84
42:16.8,2.173,27.99,2.65,32.37,2.53,76.43,-16.42,-3.65
42:16.8,2.181,27.99,2.65,32.37,2.53,76.43,-16.42,-3.65
42:16.8,2.192,27.15,2.55,33.14,2.79,76.52,-16.33,-3.29
42:16.8,2.201,26.51,2.44,34.31,3.16,77.31,-16.2,-2.89
42:16.8,2.207,26.51,2.44,34.31,3.16,77.31,-16.2,-2.89
42:16.9,2.218,25.96,2.41,35.32,3.48,78.06,-16.06,-2.57
42:16.9,2.228,25.96,2.41,35.32,3.48,78.06,-16.06,-2.57
42:16.9,2.237,25.52,2.49,35.83,3.79,78.51,-15.85,-2.37
42:16.9,2.248,24.97,2.6,35.38,3.97,77.81,-15.62,-2.32
42:16.9,2.258,24.97,2.6,35.38,3.97,77.81,-15.62,-2.32
42:16.9,2.268,23.32,2.72,34.36,4.15,75.44,-15.28,-2.11
42:16.9,2.277,21.55,2.88,35.95,5.19,76.45,-14.58,-1.38
42:16.9,2.287,21.55,2.88,35.95,5.19,76.45,-14.58,-1.38
42:16.9,2.303,20.61,3.44,39.84,6.78,81.55,-13.67,-0.6
42:17.0,2.309,20.61,3.44,39.84,6.78,81.55,-13.67,-0.6
42:17.0,2.319,20.17,3.76,41.97,7.62,84.4,-13.25,-0.24
42:17.0,2.329,19.61,3.79,41.59,7.54,83.41,-13.19,-0.18
42:17.0,2.339,19.61,3.79,41.59,7.54,83.41,-13.19,-0.18
42:17.0,2.349,19.7,3.78,39.34,6.83,80.53,-13.35,-0.52
42:17.0,2.368,20.66,4.03,37.55,6.24,79.36,-13.45,-1.09
42:17.0,2.369,20.66,4.03,37.55,6.24,79.36,-13.45,-1.09
42:17.0,2.387,21.87,4.34,36.85,6.09,80.03,-13.41,-1.53
42:17.0,2.391,21.87,4.34,36.85,6.09,80.03,-13.41,-1.53
42:17.0,2.4,22.6,4.67,36.85,6.11,81.12,-13.3,-1.75
42:17.1,2.411,22.64,4.71,37.03,6.24,81.51,-13.24,-1.73
42:17.1,2.421,22.64,4.71,37.03,6.24,81.51,-13.24,-1.73
42:17.1,2.431,22.74,4.77,36.87,6.14,81.4,-13.25,-1.79
42:17.1,2.443,22.59,4.72,35.83,5.92,79.95,-13.28,-1.92
42:17.1,2.451,22.59,4.72,35.83,5.92,79.95,-13.28,-1.92
42:17.1,2.462,22.4,4.71,34.44,5.52,77.95,-13.34,-2.13
42:17.1,2.472,22.4,4.71,34.44,5.52,77.95,-13.34,-2.13
42:17.1,2.486,22.27,4.71,33.71,5.41,76.98,-13.32,-2.23
42:17.1,2.496,22.26,4.76,33.74,5.51,77.16,-13.24,-2.22
42:17.1,2.507,22.26,4.76,33.74,5.51,77.16,-13.24,-2.22
42:17.2,2.515,22.25,4.81,34.39,5.62,77.96,-13.22,-2.11
42:17.2,2.527,21.94,4.76,35.5,5.94,79.02,-13.15,-1.84
42:17.2,2.535,21.94,4.76,35.5,5.94,79.02,-13.15,-1.84
42:17.2,2.544,21.46,4.57,36.42,6.22,79.55,-13.15,-1.53
42:17.2,2.554,20.84,4.35,37.31,6.43,79.81,-13.18,-1.2
42:17.2,2.564,20.84,4.35,37.31,6.43,79.81,-13.18,-1.2
42:17.2,2.573,20.29,4.17,38.13,6.65,80.12,-13.18,-0.91
42:17.2,2.584,20.29,4.17,38.13,6.65,80.12,-13.18,-0.91
42:17.2,2.595,19.86,4.04,38.71,6.72,80.21,-13.23,-0.71
42:17.2,2.604,19.76,4.07,39.09,6.94,80.74,-13.13,-0.62
42:17.3,2.615,19.76,4.07,39.09,6.94,80.74,-13.13,-0.62
42:17.3,2.624,19.84,4.11,39.11,6.92,80.86,-13.13,-0.65
42:17.3,2.636,19.84,4.11,39.11,6.92,80.86,-13.13,-0.65
42:17.3,2.646,19.95,4.22,38.5,6.9,80.46,-13.03,-0.77
42:17.3,2.655,20.22,4.45,37.41,6.64,79.6,-12.97,-1.05
42:17.3,2.666,20.22,4.45,37.41,6.64,79.6,-12.97,-1.05
42:17.3,2.675,20.71,4.59,36.12,6.26,78.56,-13.01,-1.4
42:17.3,2.685,21.36,4.82,34.96,5.96,77.98,-13,-1.8
42:17.3,2.696,21.36,4.82,34.96,5.96,77.98,-13,-1.8
42:17.3,2.705,22.17,5.06,33.91,5.61,77.64,-13.03,-2.22
42:17.4,2.715,23.28,5.18,32.96,5.23,77.53,-13.19,-2.68
42:17.4,2.724,23.28,5.18,32.96,5.23,77.53,-13.19,-2.68
42:17.4,2.739,24.62,5.36,32.38,4.85,78.09,-13.37,-3.14
42:17.4,2.748,24.62,5.36,32.38,4.85,78.09,-13.37,-3.14
42:17.4,2.757,25.01,5.13,32.94,4.79,78.76,-13.61,-3.09
42:17.4,2.766,25.3,4.85,34.2,4.83,80.06,-13.87,-2.89
42:17.4,2.776,25.3,4.85,34.2,4.83,80.06,-13.87,-2.89
42:17.4,2.787,25.25,4.34,35.05,4.7,80.23,-14.27,-2.68
42:17.4,2.796,25.06,3.88,35.45,4.64,79.91,-14.56,-2.49
42:17.4,2.807,25.06,3.88,35.45,4.64,79.91,-14.56,-2.49
42:17.5,2.816,25.04,3.66,35.68,4.52,79.78,-14.76,-2.43
42:17.5,2.826,25.04,3.66,35.68,4.52,79.78,-14.76,-2.43
42:17.5,2.841,25.12,3.56,35.63,4.53,79.72,-14.81,-2.43
42:17.5,2.847,24.96,3.42,35.66,4.45,79.38,-14.92,-2.38
42:17.5,2.858,24.96,3.42,35.66,4.45,79.38,-14.92,-2.38
42:17.5,2.868,24.74,3.27,35.85,4.41,79.16,-15.02,-2.28
42:17.5,2.878,24.5,3.16,36.28,4.56,79.39,-15.01,-2.12
42:17.5,2.888,24.5,3.16,36.28,4.56,79.39,-15.01,-2.12
42:17.5,2.897,24.42,3.05,36.5,4.52,79.37,-15.11,-2.06
42:17.6,2.917,24.42,3.05,36.5,4.52,79.37,-15.11,-2.06
42:17.6,2.925,24.36,2.96,36.77,4.48,79.45,-15.19,-1.99
42:17.6,2.934,24.4,2.92,36.7,4.39,79.29,-15.26,-2.02
42:17.6,2.946,24.4,2.92,36.7,4.39,79.29,-15.26,-2.02
42:17.6,2.953,24.38,2.74,36.52,4.28,78.81,-15.4,-2.02
42:17.6,2.959,24.25,2.73,36.54,4.28,78.69,-15.4,-1.98
42:17.6,2.978,24.25,2.73,36.54,4.28,78.69,-15.4,-1.98
42:17.6,2.98,24.03,2.71,36.7,4.42,78.74,-15.33,-1.89
42:17.6,2.99,24.03,2.71,36.7,4.42,78.74,-15.33,-1.89
42:17.7,3.009,23.69,2.74,36.65,4.52,78.49,-15.24,-1.82
42:17.7,3.01,23.3,2.84,36.54,4.71,78.27,-15.04,-1.74
42:17.7,3.02,23.3,2.84,36.54,4.71,78.27,-15.04,-1.74
42:17.7,3.03,22.97,3.08,37.05,5.04,79.02,-14.75,-1.61
42:17.7,3.04,22.59,3.27,37.46,5.33,79.54,-14.49,-1.48
42:17.7,3.05,22.59,3.27,37.46,5.33,79.54,-14.49,-1.48
42:17.7,3.066,22.24,3.33,38.42,5.73,80.61,-14.29,-1.24
42:17.7,3.072,22.25,3.44,38.58,5.76,80.92,-14.23,-1.24
42:17.7,3.084,22.25,3.44,38.58,5.76,80.92,-14.23,-1.24
42:17.7,3.094,22.8,3.65,37.76,5.61,80.71,-14.17,-1.52
42:17.7,3.103,22.8,3.65,37.76,5.61,80.71,-14.17,-1.52
42:17.8,3.112,23.64,3.76,36.71,5.14,80.13,-14.35,-1.93
42:17.8,3.127,24.59,3.91,35.76,4.74,79.88,-14.48,-2.34
42:17.8,3.133,24.59,3.91,35.76,4.74,79.88,-14.48,-2.34
42:17.8,3.143,25.23,3.84,35.28,4.58,79.82,-14.62,-2.55
42:17.8,3.156,25.36,3.78,35.02,4.41,79.46,-14.73,-2.63
42:17.8,3.163,25.36,3.78,35.02,4.41,79.46,-14.73,-2.63
42:17.8,3.173,25.33,3.87,34.96,4.4,79.45,-14.68,-2.65
42:17.8,3.189,25.33,3.87,34.96,4.4,79.45,-14.68,-2.65
42:17.8,3.193,25.1,3.87,34.63,4.5,78.98,-14.59,-2.64
42:17.8,3.203,24.81,3.97,34.51,4.58,78.75,-14.46,-2.61
42:17.9,3.216,24.81,3.97,34.51,4.58,78.75,-14.46,-2.61
42:17.9,3.224,24.38,4.04,34.51,4.79,78.61,-14.27,-2.51
42:17.9,3.234,23.68,4.06,34.92,5.03,78.58,-14.11,-2.27
42:17.9,3.244,23.68,4.06,34.92,5.03,78.58,-14.11,-2.27
42:17.9,3.262,23.31,4.12,35.8,5.35,79.47,-13.95,-2.03
42:17.9,3.264,23.31,4.12,35.8,5.35,79.47,-13.95,-2.03
42:17.9,3.274,23.2,4.12,36.4,5.5,80.12,-13.91,-1.91
42:17.9,3.294,23.11,4.18,36.72,5.68,80.59,-13.8,-1.83
42:17.9,3.304,23.11,4.18,36.72,5.68,80.59,-13.8,-1.83
42:17.9,3.306,23.06,4.04,36.86,5.53,80.38,-13.96,-1.79
42:18.0,3.315,23.09,4.01,36.72,5.55,80.25,-13.96,-1.81
42:18.0,3.326,23.09,4.01,36.72,5.55,80.25,-13.96,-1.81
42:18.0,3.335,22.94,4.01,36.75,5.62,80.2,-13.91,-1.76
42:18.0,3.346,22.94,4.01,36.75,5.62,80.2,-13.91,-1.76
42:18.0,3.357,22.3,3.93,36.87,5.63,79.61,-13.9,-1.59
42:18.0,3.367,21.72,3.88,36.9,5.99,79.37,-13.7,-1.4
42:18.0,3.375,21.72,3.88,36.9,5.99,79.37,-13.7,-1.4
42:18.0,3.39,21.11,3.9,37.14,6.06,79.09,-13.62,-1.23
42:18.0,3.397,20.81,3.89,37.42,6.24,79.24,-13.52,-1.1
42:18.1,3.409,20.81,3.89,37.42,6.24,79.24,-13.52,-1.1
42:18.1,3.418,20.82,4.03,37.21,6.23,79.17,-13.44,-1.16
42:18.1,3.426,20.82,4.03,37.21,6.23,79.17,-13.44,-1.16
42:18.1,3.441,20.98,4.1,36.84,6.12,78.92,-13.44,-1.28
42:18.1,3.448,21.56,4.19,36.32,5.91,78.87,-13.5,-1.53
42:18.1,3.457,21.56,4.19,36.32,5.91,78.87,-13.5,-1.53
42:18.1,3.468,22.24,4.29,35.74,5.63,78.79,-13.61,-1.81
42:18.1,3.478,23.13,4.4,35.31,5.43,79.16,-13.7,-2.11
42:18.1,3.487,23.13,4.4,35.31,5.43,79.16,-13.7,-2.11
42:18.1,3.498,23.72,4.43,35.43,5.26,79.72,-13.84,-2.25
42:18.1,3.508,24.11,4.31,35.48,5.17,79.95,-13.98,-2.31
42:18.2,3.52,24.11,4.31,35.48,5.17,79.95,-13.98,-2.31
42:18.2,3.53,24.33,4.16,35.55,5.04,79.97,-14.15,-2.33
42:18.2,3.539,24.33,4.16,35.55,5.04,79.97,-14.15,-2.33
42:18.2,3.549,24.46,4.03,35.14,4.9,79.41,-14.28,-2.41
42:18.2,3.559,24.62,4,35.19,4.86,79.55,-14.33,-2.43
42:18.2,3.569,24.62,4,35.19,4.86,79.55,-14.33,-2.43
