RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
44:18.1,28.855,4.32,33.29,4.92,25.85,79.27,16.33,-7.75
44:18.1,28.867,4.49,33.22,5.11,25.91,79.61,16.14,-7.71
44:18.2,28.876,4.49,33.22,5.11,25.91,79.61,16.14,-7.71
44:18.2,28.886,4.61,33.14,5.07,25.78,79.48,16.08,-7.75
44:18.2,28.896,4.61,33.14,5.07,25.78,79.48,16.08,-7.75
44:18.2,28.906,4.59,32.95,5.07,25.63,79.13,16.06,-7.75
44:18.2,28.915,4.64,32.8,5.1,25.64,79.07,16.01,-7.73
44:18.2,28.925,4.64,32.8,5.1,25.64,79.07,16.01,-7.73
44:18.2,28.936,4.65,32.56,5.12,25.78,78.99,15.98,-7.66
44:18.2,28.948,4.57,32.27,5.27,25.93,78.93,15.93,-7.54
44:18.2,28.958,4.57,32.27,5.27,25.93,78.93,15.93,-7.54
44:18.2,28.967,4.49,32.03,5.35,26.36,79.11,15.95,-7.39
44:18.3,28.976,4.49,32.03,5.35,26.36,79.11,15.95,-7.39
44:18.3,28.993,4.34,31.58,5.54,26.92,79.27,15.94,-7.15
44:18.3,29.002,4.28,31.17,5.77,27.55,79.65,15.87,-6.92
44:18.3,29.007,4.28,31.17,5.77,27.55,79.65,15.87,-6.92
44:18.3,29.017,4.18,30.75,5.91,28.1,79.82,15.86,-6.71
44:18.3,29.031,4.02,30.49,5.94,28.27,79.6,15.92,-6.6
44:18.3,29.04,4.02,30.49,5.94,28.27,79.6,15.92,-6.6
44:18.3,29.047,3.99,30.54,5.86,28.13,79.4,15.97,-6.64
44:18.3,29.062,3.95,30.54,5.71,28.09,79.17,16.07,-6.67
44:18.3,29.071,3.95,30.41,5.71,28.09,79.05,16.06,-6.65
44:18.4,29.079,3.82,30.39,5.53,27.99,78.62,16.21,-6.67
44:18.4,29.09,3.82,30.39,5.53,27.99,78.62,16.21,-6.67
44:18.4,29.1,3.7,30.53,5.44,27.88,78.44,16.32,-6.71
44:18.4,29.109,3.57,30.4,5.49,28.32,78.66,16.4,-6.58
44:18.4,29.12,3.57,30.4,5.49,28.32,78.66,16.4,-6.58
44:18.4,29.13,3.46,30.36,5.63,28.97,79.29,16.43,-6.41
44:18.4,29.142,3.33,30.16,5.89,29.73,79.99,16.4,-6.18
44:18.4,29.152,3.33,30.16,5.89,29.73,79.99,16.4,-6.18
44:18.4,29.161,3.36,30.02,6.02,30.04,80.32,16.33,-6.08
44:18.4,29.171,3.36,30.02,6.02,30.04,80.32,16.33,-6.08
44:18.5,29.181,3.42,29.99,6.15,30.12,80.56,16.24,-6.05
44:18.5,29.2,3.55,30.1,6.1,29.74,80.37,16.18,-6.17
44:18.5,29.201,3.55,30.1,6.1,29.74,80.37,16.18,-6.17
44:18.5,29.219,3.65,30.26,6.02,29.19,79.99,16.13,-6.32
44:18.5,29.225,3.72,30.36,5.84,28.6,79.4,16.15,-6.48
44:18.5,29.234,3.72,30.36,5.84,28.6,79.4,16.15,-6.48
44:18.5,29.245,3.76,30.37,5.73,28.16,78.91,16.15,-6.59
44:18.5,29.252,3.76,30.37,5.73,28.16,78.91,16.15,-6.59
44:18.5,29.262,3.8,30.38,5.63,28.03,78.73,16.17,-6.64
44:18.5,29.272,3.76,30.25,5.72,28.15,78.76,16.14,-6.57
44:18.6,29.282,3.76,30.25,5.72,28.15,78.76,16.14,-6.57
44:18.6,29.292,3.76,30.24,5.75,28.41,79.04,16.15,-6.52
44:18.6,29.302,3.73,30.2,5.76,28.58,79.16,16.17,-6.47
44:18.6,29.321,3.73,30.2,5.76,28.58,79.16,16.17,-6.47
44:18.6,29.331,3.73,30.3,5.83,28.67,79.41,16.15,-6.46
44:18.6,29.341,3.73,30.3,5.83,28.67,79.41,16.15,-6.46
44:18.6,29.35,3.72,30.28,5.82,28.6,79.31,16.15,-6.47
44:18.6,29.356,3.63,30.25,5.7,28.62,79.08,16.27,-6.47
44:18.6,29.363,3.63,30.25,5.7,28.62,79.08,16.27,-6.47
44:18.6,29.373,3.51,30.14,5.8,28.78,79.11,16.28,-6.38
44:18.7,29.383,3.5,30,5.85,29.12,79.35,16.27,-6.29
44:18.7,29.395,3.5,30,5.85,29.12,79.35,16.27,-6.29
44:18.7,29.404,3.4,29.77,6.05,29.34,79.45,16.22,-6.16
44:18.7,29.415,3.4,29.77,6.05,29.34,79.45,16.22,-6.16
44:18.7,29.427,3.35,29.48,6.11,29.56,79.38,16.21,-6.05
44:18.7,29.436,3.25,29.21,6.07,29.76,79.17,16.27,-5.95
44:18.7,29.445,3.25,29.21,6.07,29.76,79.17,16.27,-5.95
44:18.7,29.454,3.16,29.14,6.09,30.06,79.33,16.33,-5.87
44:18.7,29.47,2.9,28.74,6.02,30.59,79.14,16.52,-5.67
44:18.8,29.476,2.9,28.74,6.02,30.59,79.14,16.52,-5.67
44:18.8,29.486,2.58,28.56,5.94,31.26,79.23,16.77,-5.48
44:18.8,29.496,2.58,28.56,5.94,31.26,79.23,16.77,-5.48
44:18.8,29.506,2.22,28.35,5.98,31.92,79.36,16.98,-5.26
44:18.8,29.516,1.87,28.04,5.81,32.63,79.23,17.29,-5.05
44:18.8,29.526,1.87,28.04,5.81,32.63,79.23,17.29,-5.05
44:18.8,29.545,1.55,27.81,5.9,33.29,79.43,17.44,-4.83
44:18.8,29.546,1.44,27.83,5.87,33.7,79.73,17.55,-4.75
44:18.8,29.557,1.44,27.83,5.87,33.7,79.73,17.55,-4.75
44:18.9,29.575,1.39,27.98,5.88,33.79,79.92,17.59,-4.76
44:18.9,29.577,1.39,27.98,5.88,33.79,79.92,17.59,-4.76
44:18.9,29.585,1.35,28.11,5.83,33.5,79.67,17.63,-4.83
44:18.9,29.6,1.41,28.34,5.75,33.19,79.57,17.63,-4.94
44:18.9,29.607,1.41,28.34,5.75,33.19,79.57,17.63,-4.94
44:18.9,29.617,1.52,28.71,5.6,32.7,79.4,17.64,-5.13
44:18.9,29.627,1.71,28.96,5.48,31.98,79.02,17.58,-5.35
44:18.9,29.637,1.71,28.96,5.48,31.98,79.02,17.58,-5.35
44:18.9,29.647,1.87,29.33,5.28,31.12,78.49,17.56,-5.62
44:18.9,29.657,1.87,29.33,5.28,31.12,78.49,17.56,-5.62
44:18.9,29.667,1.94,29.55,5.17,30.66,78.21,17.57,-5.77
44:19.0,29.677,2.08,29.72,5.17,30.41,78.28,17.48,-5.87
44:19.0,29.687,2.08,29.72,5.17,30.41,78.28,17.48,-5.87
44:19.0,29.697,2.2,29.92,5.13,30.07,78.21,17.43,-6
44:19.0,29.712,2.31,29.94,5.22,30.07,78.42,17.32,-6.01
44:19.0,29.722,2.31,29.94,5.22,30.07,78.42,17.32,-6.01
44:19.0,29.729,2.42,29.95,5.26,30.26,78.78,17.26,-5.99
44:19.0,29.742,2.42,29.95,5.26,30.26,78.78,17.26,-5.99
44:19.0,29.752,2.42,30.02,5.36,30.47,79.15,17.23,-5.95
44:19.0,29.757,2.51,30.25,5.39,30.49,79.51,17.18,-6
44:19.0,29.767,2.51,30.25,5.39,30.49,79.51,17.18,-6
44:19.1,29.782,2.56,30.54,5.34,30.52,79.85,17.2,-6.07
44:19.1,29.79,2.5,30.74,5.16,30.49,79.78,17.34,-6.12
44:19.1,29.8,2.5,30.74,5.16,30.49,79.78,17.34,-6.12
44:19.1,29.809,2.35,30.73,5.04,30.57,79.58,17.49,-6.1
44:19.1,29.82,2.35,30.73,5.04,30.57,79.58,17.49,-6.1
44:19.1,29.83,2.17,30.65,5.07,30.87,79.65,17.58,-6
44:19.1,29.84,1.98,30.47,5.07,31.32,79.73,17.71,-5.86
44:19.1,29.85,1.98,30.47,5.07,31.32,79.73,17.71,-5.86
44:19.1,29.86,1.78,30.39,5.03,31.51,79.6,17.84,-5.78
44:19.1,29.87,1.74,30.53,4.94,31.56,79.66,17.93,-5.81
44:19.2,29.889,1.74,30.53,4.94,31.56,79.66,17.93,-5.81
44:19.2,29.897,1.8,30.71,4.84,31.11,79.35,17.93,-5.94
44:19.2,29.906,1.8,30.71,4.84,31.11,79.35,17.93,-5.94
44:19.2,29.915,1.74,30.91,4.7,30.66,78.89,18.03,-6.07
44:19.2,29.924,1.94,31.23,4.61,30.12,78.78,17.96,-6.27
44:19.2,29.934,1.94,31.23,4.61,30.12,78.78,17.96,-6.27
44:19.2,29.943,2.18,31.44,4.55,29.45,78.51,17.83,-6.48
44:19.2,29.952,2.42,31.78,4.54,28.53,78.15,17.66,-6.75
44:19.2,29.962,2.42,31.78,4.54,28.53,78.15,17.66,-6.75
44:19.2,29.971,2.76,32.03,4.52,27.99,78.19,17.46,-6.95
44:19.3,29.982,2.95,32.21,4.61,27.91,78.57,17.32,-7.01
44:19.3,29.992,2.95,32.21,4.61,27.91,78.57,17.32,-7.01
44:19.3,30.002,3.14,32.38,4.81,27.77,78.99,17.1,-7.06
44:19.3,30.012,3.14,32.38,4.81,27.77,78.99,17.1,-7.06
44:19.3,30.023,3.31,32.4,4.84,27.52,78.95,16.98,-7.14
44:19.3,30.032,3.52,32.35,5.02,27.62,79.39,16.77,-7.11
44:19.3,30.047,3.52,32.35,5.02,27.62,79.39,16.77,-7.11
44:19.3,30.053,3.68,32.24,5.19,27.77,79.78,16.59,-7.06
44:19.3,30.064,3.74,31.91,5.24,27.77,79.55,16.51,-7.01
44:19.3,30.073,3.74,31.91,5.24,27.77,79.55,16.51,-7.01
44:19.4,30.083,3.81,31.53,5.46,27.76,79.45,16.33,-6.92
44:19.4,30.098,3.81,31.53,5.46,27.76,79.45,16.33,-6.92
44:19.4,30.105,3.63,30.62,5.66,28.21,79,16.28,-6.61
44:19.4,30.115,3.73,30.15,6,28.53,79.3,16.03,-6.43
44:19.4,30.125,3.73,30.15,6,28.53,79.3,16.03,-6.43
44:19.4,30.135,3.87,30.02,6.08,28.62,79.48,15.91,-6.4
44:19.4,30.145,4.05,30.46,6,28.21,79.6,15.87,-6.6
44:19.4,30.155,4.05,30.46,6,28.21,79.6,15.87,-6.6
44:19.4,30.165,4.35,30.79,5.89,27.5,79.41,15.73,-6.85
44:19.4,30.174,4.35,30.79,5.89,27.5,79.41,15.73,-6.85
44:19.5,30.185,4.41,31.03,5.68,26.85,78.85,15.77,-7.06
44:19.5,30.195,4.5,31.16,5.47,26.37,78.38,15.81,-7.23
44:19.5,30.204,4.5,31.16,5.47,26.37,78.38,15.81,-7.23
44:19.5,30.215,4.57,31.26,5.45,26.09,78.26,15.76,-7.31
44:19.5,30.229,4.49,31.18,5.41,26.17,78.14,15.83,-7.28
44:19.5,30.236,4.49,31.18,5.41,26.17,78.14,15.83,-7.28
44:19.5,30.246,4.39,31.24,5.42,26.51,78.44,15.91,-7.21
44:19.5,30.256,4.39,31.24,5.42,26.51,78.44,15.91,-7.21
44:19.5,30.267,4.33,31.17,5.49,26.86,78.73,15.93,-7.1
44:19.6,30.282,4.26,31.11,5.61,27.36,79.22,15.94,-6.97
44:19.6,30.292,4.26,31.11,5.61,27.36,79.22,15.94,-6.97
44:19.6,30.302,4.25,31.15,5.75,27.83,79.85,15.92,-6.86
44:19.6,30.312,4.2,31.17,5.8,28.09,80.13,15.95,-6.8
44:19.6,30.322,4.2,31.17,5.8,28.09,80.13,15.95,-6.8
44:19.6,30.332,4.19,31.23,5.83,28.27,80.4,15.96,-6.77
44:19.6,30.341,4.19,31.23,5.83,28.27,80.4,15.96,-6.77
44:19.6,30.347,4.13,31.33,5.69,28.33,80.36,16.07,-6.8
44:19.6,30.357,4.16,31.48,5.67,28.09,80.28,16.06,-6.87
44:19.6,30.372,4.16,31.48,5.67,28.09,80.28,16.06,-6.87
44:19.7,30.377,4.08,31.63,5.46,27.57,79.61,16.18,-7.02
44:19.7,30.389,4.1,31.65,5.34,27.24,79.21,16.21,-7.1
44:19.7,30.399,4.1,31.65,5.34,27.24,79.21,16.21,-7.1
44:19.7,30.412,4.09,31.65,5.24,27.14,79.01,16.25,-7.14
44:19.7,30.419,4.09,31.65,5.24,27.14,79.01,16.25,-7.14
44:19.7,30.429,4.03,31.66,5.28,27.02,78.88,16.25,-7.14
44:19.7,30.442,4.02,31.59,5.38,27.21,79.08,16.22,-7.08
44:19.7,30.448,4.02,31.59,5.38,27.21,79.08,16.22,-7.08
44:19.7,30.463,3.96,31.56,5.36,27.29,79.05,16.27,-7.05
44:19.7,30.473,3.99,31.56,5.32,27.27,79.02,16.27,-7.07
44:19.8,30.479,3.99,31.56,5.32,27.27,79.02,16.27,-7.07
44:19.8,30.492,3.86,31.62,5.25,27.55,79.17,16.4,-7.02
44:19.8,30.502,3.59,31.62,5.24,25.54,76.87,16.39,-7.35
44:19.8,30.511,3.59,31.41,5.24,28.07,79.2,16.58,-6.84
44:19.8,30.52,3.33,31.19,5.2,28.47,79.08,16.75,-6.7
44:19.8,30.529,3.33,31.19,5.2,28.47,79.08,16.75,-6.7
44:19.8,30.54,3.01,31,5.03,28.34,78.26,16.99,-6.66
44:19.8,30.55,2.97,31,5.14,28.6,78.6,16.98,-6.58
44:19.8,30.559,2.97,31,5.14,28.6,78.6,16.98,-6.58
44:19.9,30.575,3.02,31.17,5.25,28.92,79.25,16.93,-6.55
44:19.9,30.581,3.07,31.17,5.34,29.18,79.64,16.88,-6.5
44:19.9,30.599,3.07,31.25,5.34,29.18,79.72,16.88,-6.51
44:19.9,30.607,3.23,31.45,5.36,29.08,80,16.79,-6.59
44:19.9,30.617,3.23,31.45,5.36,29.08,80,16.79,-6.59
44:19.9,30.626,3.28,31.75,5.21,28.7,79.83,16.83,-6.74
44:19.9,30.636,3.35,31.89,5.1,28.28,79.5,16.83,-6.87
44:19.9,30.645,3.35,31.89,5.1,28.28,79.5,16.83,-6.87
44:19.9,30.655,3.45,32.1,4.91,27.81,79.16,16.86,-7.04
44:19.9,30.664,3.45,32.1,4.91,27.81,79.16,16.86,-7.04
44:19.9,30.674,3.48,32.27,4.92,27.51,79.06,16.83,-7.13
44:20.0,30.682,3.59,32.42,4.83,27.26,78.98,16.81,-7.24
44:20.0,30.7,3.59,32.42,4.83,27.26,78.98,16.81,-7.24
44:20.0,30.702,3.59,32.48,4.77,27.08,78.8,16.84,-7.29
44:20.0,30.712,3.53,32.47,4.77,26.96,78.62,16.86,-7.3
44:20.0,30.722,3.53,32.47,4.77,26.96,78.62,16.86,-7.3
44:20.0,30.737,3.62,32.51,4.73,26.97,78.71,16.84,-7.33
44:20.0,30.743,3.57,32.42,4.81,27.13,78.81,16.83,-7.26
44:20.0,30.753,3.57,32.42,4.81,27.13,78.81,16.83,-7.26
44:20.0,30.764,3.58,32.37,4.85,27.19,78.87,16.8,-7.24
44:20.0,30.773,3.58,32.37,4.85,27.19,78.87,16.8,-7.24
44:20.1,30.786,3.6,32.25,4.96,27.37,79.06,16.73,-7.17
44:20.1,30.795,3.58,32.18,5.03,27.71,79.39,16.73,-7.07
44:20.1,30.805,3.58,32.18,5.03,27.71,79.39,16.73,-7.07
44:20.1,30.817,3.54,32.13,5.05,27.88,79.49,16.75,-7.02
44:20.1,30.825,3.54,32.02,5.08,28,79.53,16.73,-6.98
44:20.1,30.835,3.54,32.02,5.08,28,79.53,16.73,-6.98
44:20.1,30.845,3.47,31.98,5.06,28.12,79.52,16.79,-6.94
44:20.1,30.854,3.47,31.98,5.06,28.12,79.52,16.79,-6.94
44:20.1,30.865,3.26,31.78,5.08,28.27,79.28,16.88,-6.84
44:20.2,30.876,3.23,31.59,5.14,28.61,79.46,16.88,-6.73
44:20.2,30.885,3.23,31.59,5.14,28.61,79.46,16.88,-6.73
44:20.2,30.895,3.03,31.36,5.06,28.85,79.19,17.03,-6.63
44:20.2,30.91,2.9,31.25,5.1,29.05,79.19,17.09,-6.55
44:20.2,30.916,2.9,31.25,5.1,29.05,79.19,17.09,-6.55
44:20.2,30.926,2.82,31.2,5.09,29.23,79.23,17.14,-6.49
44:20.2,30.936,2.82,31.2,5.09,29.23,79.23,17.14,-6.49
44:20.2,30.946,2.86,31.33,5.16,29.38,79.63,17.1,-6.48
44:20.2,30.955,2.78,31.5,5.09,29.4,79.66,17.2,-6.51
44:20.2,30.965,2.78,31.5,5.09,29.4,79.66,17.2,-6.51
44:20.3,30.976,2.69,31.56,5,29.56,79.7,17.31,-6.49
44:20.3,30.985,2.68,31.69,4.95,29.6,79.81,17.35,-6.51
44:20.3,31.003,2.68,31.69,4.95,29.6,79.81,17.35,-6.51
44:20.3,31.012,2.62,31.65,4.87,29.36,79.39,17.41,-6.55
44:20.3,31.021,2.62,31.65,4.87,29.36,79.39,17.41,-6.55
44:20.3,31.029,2.59,31.62,4.69,29,78.79,17.5,-6.64
44:20.3,31.04,2.62,31.74,4.65,28.47,78.36,17.48,-6.77
44:20.3,31.047,2.62,31.74,4.65,28.47,78.36,17.48,-6.77
44:20.3,31.059,2.72,31.94,4.58,28.06,78.18,17.45,-6.91
44:20.3,31.072,2.93,32.23,4.72,27.86,78.63,17.26,-7
44:20.4,31.079,2.93,32.23,4.72,27.86,78.63,17.26,-7
44:20.4,31.087,3.25,32.54,4.74,27.34,78.76,17.06,-7.2
44:20.4,31.101,3.25,32.54,4.74,27.34,78.76,17.06,-7.2
44:20.4,31.109,3.57,32.84,4.74,26.84,78.88,16.87,-7.4
44:20.4,31.118,3.88,33.08,4.92,26.77,79.54,16.62,-7.47
44:20.4,31.134,3.88,33.08,4.92,26.77,79.54,16.62,-7.47
44:20.4,31.139,4.2,33.24,5.04,26.82,80.19,16.41,-7.51
44:20.4,31.149,4.36,33.45,5.07,26.54,80.31,16.3,-7.62
44:20.4,31.162,4.36,33.45,5.07,26.54,80.31,16.3,-7.62
44:20.4,31.171,4.58,33.58,4.96,26.05,80.06,16.21,-7.78
44:20.5,31.179,4.58,33.58,4.96,26.05,80.06,16.21,-7.78
44:20.5,31.189,4.57,33.59,4.87,25.51,79.42,16.22,-7.91
44:20.5,31.2,4.67,33.52,4.77,25.08,78.92,16.18,-8.02
44:20.5,31.21,4.67,33.52,4.77,25.08,78.92,16.18,-8.02
44:20.5,31.22,4.55,33.37,4.66,24.95,78.41,16.28,-8.02
44:20.5,31.239,4.45,33.05,4.68,24.94,78.01,16.29,-7.96
44:20.5,31.24,4.45,33.05,4.68,24.94,78.01,16.29,-7.96
44:20.5,31.249,4.33,32.99,4.74,25.29,78.25,16.35,-7.85
44:20.5,31.26,4.33,32.99,4.74,25.29,78.25,16.35,-7.85
44:20.5,31.272,4.2,32.89,4.77,25.92,78.66,16.45,-7.68
44:20.6,31.282,4.08,32.85,4.87,26.66,79.35,16.52,-7.49
44:20.6,31.292,4.08,32.85,4.87,26.66,79.35,16.52,-7.49
44:20.6,31.302,3.88,32.67,5.01,27.59,80.03,16.6,-7.23
44:20.6,31.312,3.5,32.35,5.12,28.58,80.44,16.8,-6.92
44:20.6,31.321,3.5,32.35,5.12,28.58,80.44,16.8,-6.92
44:20.6,31.335,3.16,31.94,5.12,29.4,80.51,17.01,-6.64
44:20.6,31.344,2.79,31.61,5.17,29.99,80.45,17.2,-6.41
44:20.6,31.353,2.79,31.61,5.17,29.99,80.45,17.2,-6.41
44:20.6,31.364,2.55,31.23,5.08,30.26,80.02,17.37,-6.28
44:20.6,31.372,2.55,31.23,5.08,30.26,80.02,17.37,-6.28
44:20.7,31.391,2.26,30.9,4.98,30.41,79.44,17.57,-6.15
44:20.7,31.401,2.1,30.73,4.91,30.47,79.1,17.69,-6.1
44:20.7,31.409,2.1,30.73,4.91,30.47,79.1,17.69,-6.1
44:20.7,31.42,2.04,30.66,4.8,30.37,78.76,17.77,-6.11
44:20.7,31.429,1.88,30.62,4.76,30.24,78.39,17.88,-6.1
44:20.7,31.433,1.88,30.62,4.76,30.24,78.39,17.88,-6.1
44:20.7,31.446,1.96,30.7,4.78,30.03,78.35,17.81,-6.16
44:20.7,31.454,1.96,30.7,4.78,30.03,78.35,17.81,-6.16
44:20.7,31.465,1.98,30.91,4.73,29.85,78.35,17.83,-6.24
44:20.8,31.475,2.11,31.3,4.71,29.62,78.63,17.78,-6.38
44:20.8,31.484,2.11,31.3,4.71,29.62,78.63,17.78,-6.38
44:20.8,31.497,2.32,31.79,4.53,29.1,78.62,17.76,-6.63
44:20.8,31.506,2.49,32.15,4.54,28.9,78.96,17.67,-6.76
44:20.8,31.514,2.49,32.15,4.54,28.9,78.96,17.67,-6.76
44:20.8,31.525,2.62,32.5,4.56,28.68,79.25,17.59,-6.88
44:20.8,31.54,2.62,32.5,4.56,28.68,79.25,17.59,-6.88
44:20.8,31.545,2.67,32.71,4.5,28.47,79.23,17.6,-6.97
44:20.8,31.556,2.8,32.89,4.45,28.22,79.25,17.55,-7.08
44:20.8,31.565,2.8,32.89,4.45,28.22,79.25,17.55,-7.08
44:20.9,31.576,3,33.17,4.38,27.87,79.3,17.48,-7.23
44:20.9,31.586,3.07,33.45,4.38,27.54,79.31,17.44,-7.35
44:20.9,31.595,3.07,33.45,4.38,27.54,79.31,17.44,-7.35
44:20.9,31.606,3.16,33.51,4.35,27.29,79.19,17.39,-7.43
44:20.9,31.616,3.16,33.51,4.35,27.29,79.19,17.39,-7.43
44:20.9,31.631,3.21,33.5,4.31,27.04,78.95,17.36,-7.49
44:20.9,31.637,3.33,33.57,4.28,26.97,79.03,17.32,-7.54
44:20.9,31.647,3.33,33.57,4.28,26.97,79.03,17.32,-7.54
44:20.9,31.657,3.38,33.6,4.36,27.03,79.26,17.25,-7.53
44:20.9,31.667,3.45,33.61,4.29,27.06,79.3,17.26,-7.55
44:21.0,31.677,3.45,33.61,4.29,27.06,79.3,17.26,-7.55
44:21.0,31.686,3.46,33.65,4.42,27.06,79.48,17.18,-7.53
44:21.0,31.697,3.46,33.65,4.42,27.06,79.48,17.18,-7.53
44:21.0,31.707,3.39,33.67,4.33,27.09,79.37,17.27,-7.53
44:21.0,31.726,3.41,33.73,4.35,27.01,79.39,17.25,-7.56
44:21.0,31.735,3.41,33.73,4.35,27.01,79.39,17.25,-7.56
44:21.0,31.744,3.4,33.84,4.34,26.81,79.28,17.25,-7.61
44:21.0,31.753,3.43,33.85,4.27,26.7,79.13,17.27,-7.66
44:21.0,31.763,3.43,33.85,4.27,26.7,79.13,17.27,-7.66
44:21.0,31.773,3.49,33.85,4.26,26.66,79.14,17.24,-7.68
44:21.1,31.782,3.47,33.79,4.27,26.49,78.9,17.23,-7.69
44:21.1,31.792,3.47,33.79,4.27,26.49,78.9,17.23,-7.69
44:21.1,31.8,3.44,33.73,4.27,26.49,78.82,17.24,-7.68
44:21.1,31.814,3.44,33.73,4.27,26.49,78.82,17.24,-7.68
44:21.1,31.822,3.49,33.67,4.34,26.54,78.93,17.17,-7.65
44:21.1,31.831,3.57,33.79,4.38,26.62,79.24,17.12,-7.66
44:21.1,31.84,3.57,33.79,4.38,26.62,79.24,17.12,-7.66
44:21.1,31.851,3.67,33.85,4.39,26.61,79.4,17.07,-7.69
44:21.1,31.861,3.58,33.8,4.37,26.58,79.21,17.12,-7.68
44:21.2,31.88,3.58,33.8,4.37,26.58,79.21,17.12,-7.68
44:21.2,31.881,3.61,33.77,4.35,26.69,79.3,17.12,-7.66
44:21.2,31.891,3.61,33.77,4.35,26.69,79.3,17.12,-7.66
44:21.2,31.907,3.54,33.6,4.43,26.76,79.2,17.11,-7.59
44:21.2,31.911,3.44,33.43,4.39,26.78,78.92,17.17,-7.55
44:21.2,31.926,3.44,33.43,4.39,26.78,78.92,17.17,-7.55
44:21.2,31.932,3.49,33.41,4.42,26.78,78.99,17.13,-7.55
44:21.2,31.942,3.64,33.41,4.51,26.61,79.05,16.99,-7.59
44:21.2,31.952,3.64,33.41,4.51,26.61,79.05,16.99,-7.59
44:21.2,31.962,3.69,33.38,4.54,26.51,79.01,16.93,-7.61
44:21.2,31.971,3.69,33.38,4.54,26.51,79.01,16.93,-7.61
44:21.3,31.982,3.74,33.28,4.64,26.28,78.83,16.82,-7.62
44:21.3,31.992,3.97,33.18,4.8,26.2,79.04,16.6,-7.63
44:21.3,32.003,3.97,33.18,4.8,26.2,79.04,16.6,-7.63
44:21.3,32.014,4.16,33.01,4.93,26.32,79.31,16.43,-7.58
44:21.3,32.023,4.25,32.76,5.11,26.63,79.63,16.29,-7.46
44:21.3,32.034,4.25,32.76,5.11,26.63,79.63,16.29,-7.46
44:21.3,32.043,4.22,32.38,5.26,26.89,79.64,16.22,-7.32
44:21.3,32.053,4.22,32.38,5.26,26.89,79.64,16.22,-7.32
44:21.3,32.063,4.25,31.82,5.49,27.04,79.47,16.05,-7.16
44:21.3,32.073,4.17,31.45,5.56,27.36,79.42,16.05,-7.02
44:21.4,32.084,4.17,31.45,5.56,27.36,79.42,16.05,-7.02
44:21.4,32.101,4.23,31.15,5.78,27.63,79.67,15.9,-6.89
44:21.4,32.112,4.26,31.11,5.81,27.81,79.88,15.88,-6.85
44:21.4,32.115,4.26,31.11,5.81,27.81,79.88,15.88,-6.85
44:21.4,32.125,4.32,31.07,5.81,27.63,79.71,15.82,-6.89
44:21.4,32.144,4.35,31.03,5.7,27.34,79.3,15.84,-6.96
44:21.4,32.152,4.35,31.03,5.7,27.34,79.3,15.84,-6.96
44:21.4,32.162,4.34,30.98,5.63,27.21,79.04,15.86,-6.98
44:21.4,32.171,4.34,30.98,5.63,27.21,79.04,15.86,-6.98
44:21.5,32.176,4.31,30.92,5.6,27.16,78.87,15.89,-6.98
44:21.5,32.186,4.22,30.73,5.55,27.2,78.58,15.95,-6.94
44:21.5,32.196,4.22,30.73,5.55,27.2,78.58,15.95,-6.94
44:21.5,32.213,4.09,30.5,5.62,27.62,78.71,16,-6.79
44:21.5,32.217,4.01,30.27,5.77,28.16,79.09,15.99,-6.61
44:21.5,32.227,4.01,30.27,5.77,28.16,79.09,15.99,-6.61
44:21.5,32.237,3.9,30.13,5.96,28.63,79.5,15.97,-6.45
44:21.5,32.248,3.9,30.13,5.96,28.63,79.5,15.97,-6.45
44:21.5,32.259,3.74,30.01,5.9,29.06,79.59,16.11,-6.34
44:21.5,32.266,3.7,30.07,5.9,29.31,79.86,16.16,-6.3
44:21.6,32.279,3.7,30.07,5.9,29.31,79.86,16.16,-6.3
44:21.6,32.288,3.59,30.12,5.82,29.13,79.53,16.25,-6.33
44:21.6,32.302,3.55,30.24,5.7,29.04,79.4,16.34,-6.38
44:21.6,32.309,3.55,30.24,5.7,29.04,79.4,16.34,-6.38
44:21.6,32.321,3.47,30.35,5.74,28.9,79.34,16.36,-6.4
44:21.6,32.329,3.47,30.35,5.74,28.9,79.34,16.36,-6.4
44:21.6,32.338,3.43,30.37,5.77,28.7,79.16,16.35,-6.43
44:21.6,32.353,3.55,30.38,5.7,28.73,79.25,16.33,-6.46
44:21.6,32.362,3.55,30.38,5.7,28.73,79.25,16.33,-6.46
44:21.6,32.371,3.6,30.45,5.73,28.61,79.28,16.28,-6.5
44:21.7,32.38,3.64,30.44,5.69,28.4,79.05,16.26,-6.55
44:21.7,32.389,3.64,30.44,5.69,28.4,79.05,16.26,-6.55
44:21.7,32.4,3.62,30.48,5.64,28.28,78.9,16.29,-6.58
44:21.7,32.41,3.73,30.58,5.6,28.22,79.02,16.26,-6.63
44:21.7,32.422,3.73,30.58,5.6,28.22,79.02,16.26,-6.63
44:21.7,32.431,3.8,30.78,5.54,28.1,79.1,16.26,-6.71
44:21.7,32.441,3.8,30.78,5.54,28.1,79.1,16.26,-6.71
44:21.7,32.451,3.8,30.94,5.55,28,79.17,16.26,-6.76
44:21.7,32.461,3.83,31.12,5.53,27.99,79.35,16.27,-6.8
44:21.7,32.471,3.83,31.12,5.53,27.99,79.35,16.27,-6.8
44:21.8,32.481,3.86,31.24,5.43,28.05,79.47,16.32,-6.83
